"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[69-0-68-项目页-查看-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.main-chart.el-row > div.mono-column.el-col.el-col-7 > ul > li:nth-child(4) > span.mono-span'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-UICamera.Upeate-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[44-0-43-从报告详情页面-渲染性能页面-点击渲染性能-Triangles峰值 (个)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(2) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-渲染-Triangles-None]",""
"passed","Thu Jun 04 18:03:48 CST 2020","Thu Jun 04 18:03:51 CST 2020","3127","","testrun","TestClass","","","test_run[10-0-9-从项目页-测试概览-点击FPS均值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.overview.el-col.el-col-7 > ul > li:nth-child(1) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-FPS均值-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[77-0-76-从报告详情页面-资源统计页面-点击运行日志-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(7) > a > span'""]-get_attr-[""(By.CLASS_NAME,'el-input__inner')|autocomplete""]-off-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","1","","testrun","TestClass","","","test_run[79-0-78-GOT-回主页-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > div > a > img'""]-get_url-[""none""]-https://test.uwa4d.com/u/overview.html#offline_service-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[53-0-52-从报告详情页面-GPU信息页面-点击GPU信息-GPU频率峰值 (MHz)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(3) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-GPU频率-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[64-0-63-从报告详情页面-资源统计页面-点击资源统计-动画资源-[""click""]-[""By.CSS_SELECTOR,'#tab-animationclip'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.asset-container.report-content > div:nth-child(2) > div.widget-container.el-row.el-row--flex > div:nth-child(1) > div > div.el-row > div.el-col.el-col-16 > p'""]-资源数量峰值 (个)-None]",""
"passed","Thu Jun 04 18:04:55 CST 2020","Thu Jun 04 18:05:01 CST 2020","5598","","testrun","TestClass","","","test_run[4-0-3-从性能诊断与优化页面-跳转到登录界面-[""click""]-[""""""By.XPATH,'//*[@id=""header-container""]/div/div[2]/div[2]/ul[2]/a'""""""]-get_url-[""none""]-https://test.uwa4d.com/signin.html#signin-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[51-0-50-报告详情页面-Exception-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div:nth-child(2) > div.table-header > button.el-button.el-button--default.el-button--small.is-plain.btn-Exception'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/perfanalysis.html/log?dataKey=20200217171959cog16ce4639&project=7040&engine=1-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[112-0-111-项目页-纹理资源-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(9) > a > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/resource.html/asset?dataKey=20170721104021oes4f925317&project=233&assetType=RenderTexture&engine=1-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","1","","testrun","TestClass","","","test_run[22-0-21-从报告详情页面-运行信息页面-跳转到消息通知页面-[""perform_click""]-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-header > div > div > div > span > img')|(By.LINK_TEXT,'消息通知')""]-get_url-[""none""]-https://test.uwa4d.com/u/notifications.html-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[75-0-74-从报告详情页面-逻辑代码页面-跳转到账户设置界面-[""perform_click""]-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-header > div > div > div > span > img')|(By.LINK_TEXT,'账户设置')""]-get_url-[""none""]-https://test.uwa4d.com/u/setting.html-None]",""
"passed","Thu Jun 04 18:05:12 CST 2020","Thu Jun 04 18:05:15 CST 2020","3134","","testrun","TestClass","","","test_run[9-0-8-从本地资源检测报告首页-点击历史通过率-项目资源检测-[""click""]-[""By.CSS_SELECTOR,'svg > g.highcharts-legend > g > g > g.highcharts-legend-item.highcharts-spline-series.highcharts-color-0.highcharts-series-0 > text > tspan'""]-get_attr-[""""""(By.CSS_SELECTOR,'svg > g.highcharts-legend > g > g > g.highcharts-legend-item.highcharts-spline-series.highcharts-color-0.highcharts-series-0.highcharts-legend-item-hidden')|class""""""]-highcharts-legend-item highcharts-spline-series highcharts-color-0 highcharts-series-0 highcharts-legend-item-hidden-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[118-0-117-项目页-堆内存峰值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.overview.el-col.el-col-7 > ul > li:nth-child(2) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-堆内存峰值-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","1","","testrun","TestClass","","","test_run[63-0-62-项目页-mst_data-c__Iterauor2C.MoveNext-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.mono.el-col.el-col-7 > ul > li:nth-child(3) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-mst_data-c__Iterauor2C.MoveNext-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[25-0-24-从报告详情页面-硬件信息页面-点击硬件信息-温度峰值 (℃)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(2) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-温度-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","1","","testrun","TestClass","","","test_run[40-1-39-从账户设置页面-跳转到报告详情页面-逻辑代码页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/gpm/logic?dataKey=20200119011251.v516ce9859&project=6821-None]",""
"passed","Thu Jun 04 18:02:13 CST 2020","Thu Jun 04 18:02:16 CST 2020","3106","","testrun","TestClass","","","test_run[10-0-9-从项目页-测试概览-点击PSS内存峰值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.overview.el-col.el-col-7 > ul > li:nth-child(2) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-PSS内存峰值-None]",""
"skipped","Thu Jun 04 18:05:43 CST 2020","Thu Jun 04 18:05:43 CST 2020","0","","testrun","TestClass","","","test_run[25-0-24-从项目报告页-点击Edito设置检测-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li > ul > li:nth-child(3) > a > span'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.plugin-container.report-content > div.plugin-header > h3'""]-Editor设置检测-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[60-0-59-从报告详情页面-资源统计页面-点击资源统计-纹理资源-纹理资源内存占用-[""click""]-[""""""By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[2]/span[2]'""""""]-get_attr-[""""""(By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[2]')|class""""""]-el-radio is-focus is-checked-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[125-0-124-项目页-查看-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.main-chart.el-row > div.pa-column.el-col.el-col-7 > ul > li:nth-child(1) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-CPU耗时均值-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[89-0-88-项目页-RenderTexture-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.asset.el-col.el-col-7 > ul > li:nth-child(7) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-RenderTexture-None]",""
"passed","Thu Jun 04 18:05:15 CST 2020","Thu Jun 04 18:05:18 CST 2020","3117","","testrun","TestClass","","","test_run[10-0-9-从本地资源检测报告首页-点击历史通过率-场景检测-[""click""]-[""By.CSS_SELECTOR,'svg > g.highcharts-legend > g > g > g.highcharts-legend-item.highcharts-spline-series.highcharts-color-1.highcharts-series-1 > text > tspan'""]-get_attr-[""""""(By.CSS_SELECTOR,'svg > g.highcharts-legend > g > g > g.highcharts-legend-item.highcharts-spline-series.highcharts-color-1.highcharts-series-1.highcharts-legend-item-hidden')|class""""""]-highcharts-legend-item highcharts-spline-series highcharts-color-1 highcharts-series-1 highcharts-legend-item-hidden-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[68-0-67-项目页-查看-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.main-chart.el-row > div.mono-column.el-col.el-col-7 > ul > li:nth-child(3) > span.mono-span'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-mst_data-c__Iterauor2C.MoveNext-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[70-0-69-项目页-点击LOW-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.report > div > div > div > div.task-list.el-col.el-col-14 > div.task-filter-container > div.btn-group > button.el-button.btn-outline.el-button--default.el-button--small.btn-outline-low > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/mono.html/report?dataKey=20190826183650ple567d3577&project=6553&engine=1-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[43-0-42-从报告详情页面-逻辑代码页面-点击渲染性能-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(4) > a > span'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li.el-menu-item.is-active > a > span'""]-渲染性能-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[63-0-62-从报告详情页面-资源统计页面-点击资源统计-网格资源-网格资源内存占用-[""click""]-[""""""By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[2]/span[2]'""""""]-get_attr-[""""""(By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[2]')|class""""""]-el-radio is-focus is-checked-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[50-0-49-报告详情页面-点击Error-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div:nth-child(2) > div.table-header > button.el-button.el-button--default.el-button--small.is-plain.btn-Error'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/perfanalysis.html/log?dataKey=20200217171959cog16ce4639&project=7040&engine=1-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[72-0-71-项目页-点击HIGH-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.report > div > div > div > div.task-list.el-col.el-col-14 > div.task-filter-container > div.btn-group > button.el-button.btn-outline.el-button--default.el-button--small.btn-outline-high > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/mono.html/report?dataKey=20190826183650ple567d3577&project=6553&engine=1-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[72-0-71-从报告详情页面-资源统计页面-点击资源统计-材质资源-材质资源内存占用-[""click""]-[""""""By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[2]/span[2]'""""""]-get_attr-[""""""(By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[2]')|class""""""]-el-radio is-focus is-checked-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[39-0-38-从报告详情页面-逻辑代码页面-跳转到账户设置界面-[""perform_click""]-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-header > div > div > div > span > img')|(By.LINK_TEXT,'账户设置')""]-get_url-[""none""]-https://test.uwa4d.com/u/setting.html-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[69-0-68-从报告详情页面-资源统计页面-点击资源统计-音频资源-音频资源内存占用-[""click""]-[""""""By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[2]/span[2]'""""""]-get_attr-[""""""(By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[2]')|class""""""]-el-radio is-focus is-checked-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[133-0-132-项目页-点击MEDIUM-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.report > div > div > div > div.task-list.el-col.el-col-14 > div.task-filter-container > div.btn-group > button.el-button.btn-outline.el-button--default.el-button--small.btn-outline-medium > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/lua.html/report?dataKey=20200302103632qyn16ce6609&project=6977&engine=1-None]",""
"passed","Wed May 06 16:24:39 CST 2020","Wed May 06 16:24:42 CST 2020","3113","","testrun","TestClass","","","test_run[13-0-12-从项目页-测试概览-点击能耗均值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.overview.el-col.el-col-7 > ul > li:nth-child(5) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-能耗均值-None0]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[71-0-70-从报告详情页面-资源统计页面-点击资源统计-材质资源-材质资源资源数量-[""click""]-[""""""By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[1]/span[2]'""""""]-get_attr-[""""""(By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[1]/span[1]')|class""""""]-el-radio__input is-checked-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[17-0-16-从报告详情页面-运行信息页面-点击运行信息-FPS均值 (帧/秒)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(1) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-FPS-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[23-1-22-从消息通知页面-跳转到报告详情页面-运行信息页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/gpm/basicinfo?dataKey=20200119011251.v516ce9859&project=6821-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","1","","testrun","TestClass","","","test_run[67-0-66-项目页-查看-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.main-chart.el-row > div.mono-column.el-col.el-col-7 > ul > li:nth-child(2) > span.mono-span'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-NetworkManafer-<RequestCR?c__Iterator1E;MoveNext-None]",""
"passed","Thu Jun 04 18:05:04 CST 2020","Thu Jun 04 18:05:07 CST 2020","3182","","testrun","TestClass","","","test_run[6-0-5-从测试首页-点击本地资源检测-[""click""]-[""By.CSS_SELECTOR,'#tab-pipelineProjects'""]-get_text-[""By.CSS_SELECTOR,'#pane-pipelineProjects > div > div > div > div > div.project-content > div.project-desc > div.project-desc-header > p'""]-已完成-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[35-0-34-报告详情页面-点击网络下载均值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(3) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-网络下载均值-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[34-0-33-报告详情页面-点击能耗均值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(1) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-能耗均值-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[78-1-77-从消息通知页面-跳转到报告详情页面-逻辑代码页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/got/mono.html/leakage?dataKey=20190826183650ple567d3577&project=6553-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[64-0-63-项目页-UICamera.Upeate-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.mono.el-col.el-col-7 > ul > li:nth-child(4) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-UICamera.Upeate-None]",""
"passed","Thu Jun 04 18:03:36 CST 2020","Thu Jun 04 18:03:39 CST 2020","3155","","testrun","TestClass","","","test_run[6-0-5-从测试主页-点击GPM-[""click""]-[""By.CSS_SELECTOR,'#tab-gpmProjects'""]-get_text-[""By.CSS_SELECTOR,'#pane-gpmProjects>div>div>button:nth-child(2)>span'""]-Development(1)-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[52-0-51-从报告详情页面-GPU信息页面-点击GPU信息-GPU耗时峰值 (ms)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(1) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-GPU耗时-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[53-0-52-从报告详情页面-逻辑代码页面-跳转到账户设置界面-[""perform_click""]-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-header > div > div > div > span > img')|(By.LINK_TEXT,'账户设置')""]-get_url-[""none""]-https://test.uwa4d.com/u/setting.html-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[102-1-101-从账户设置页面-跳转到报告详情页面-逻辑代码页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/got/resource.html/report?dataKey=20170721104021oes4f925317&project=233&engine=1-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[35-0-34-从报告详情页面-硬件信息页面-点击逻辑代码-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(3) > a > span'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li.el-menu-item.is-active > a > span'""]-逻辑代码-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[73-0-72-项目页-点击内存具体分配-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(2) > a > span'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-c^_Iterator13.MnveNext (每10K帧)-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[139-0-138-项目页-总体内存-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(2) > a > span'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-LUA内存峰值-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[22-0-21-报告详情页面-点击能耗均值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.main-chart.el-row > div.pa-column.overview.el-col.el-col-7 > ul > li:nth-child(5) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-能耗均值-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[74-0-73-项目页-点击内存具体分配-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(3) > a > span'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-mst_data-c__Iterauor2C.MoveNext-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[27-0-26-从报告详情页面-硬件信息页面-点击硬件信息-网络下载峰值 (KB/60帧)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(3) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-网络下载-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[61-0-60-从报告详情页面-资源统计页面-点击资源统计-网格资源-[""click""]-[""By.CSS_SELECTOR,'#tab-mesh'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.asset-container.report-content > div:nth-child(2) > div.widget-container.el-row.el-row--flex > div:nth-child(1) > div > div.el-row > div.el-col.el-col-16 > p'""]-资源数量峰值 (个)-None]",""
"passed","Wed May 06 16:31:18 CST 2020","Wed May 06 16:31:21 CST 2020","3396","","testrun","TestClass","","","test_run[4-0-3-从性能诊断与优化页面-跳转到登录界面-[""click""]-[""""""By.XPATH,'//*[@id=""header-container""]/div/div[2]/div[2]/ul[2]/a'""""""]-get_url-[""none""]-https://test.uwa4d.com/signin.html#signin-None1]",""
"passed","Thu Jun 04 18:05:07 CST 2020","Thu Jun 04 18:05:10 CST 2020","3070","","testrun","TestClass","","","test_run[7-0-6-选中本地资源检测-点击本地资源检测报告-[""click""]-[""By.CSS_SELECTOR,'#pane-pipelineProjects > div > div > div > div > div.project-content > div.project-desc'""]-get_url-[""none""]-https://test.uwa4d.com/u/pipeline/overview?project=6746&type=7-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[87-0-86-项目页-粒子系统-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.asset.el-col.el-col-7 > ul > li:nth-child(5) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-粒子系统-None]",""
"passed","Wed May 06 16:24:02 CST 2020","Wed May 06 16:24:08 CST 2020","5434","","testrun","TestClass","","","test_run[4-0-3-从性能诊断与优化页面-跳转到登录界面-[""click""]-[""""""By.XPATH,'//*[@id=""header-container""]/div/div[2]/div[2]/ul[2]/a'""""""]-get_url-[""none""]-https://test.uwa4d.com/signin.html#signin-None0]",""
"skipped","Thu Jun 04 18:05:43 CST 2020","Thu Jun 04 18:05:43 CST 2020","0","","testrun","TestClass","","","test_run[30-0-29-从项目报告页-点击应用当前阈值设定-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.plugin-container.report-content > div.panel-container.editing.threshold-panel.active > div > div.plugin-header > div.thresh-setting-button-group > button > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/pipeline/plugin?dataKey=191230_111335anyst017679&project=6746&pluginId=4-None]",""
